"514","00586","海螺創業","海螺创业"
"515","00587","華瀚健康","华瀚健康"
"516","00588","北京北辰實業股份","北京北辰实业股份"
"517","00589","寶國國際","宝国国际"
"518","00590","六福集團","六福集团"
"519","00591","中國高精密","中国高精密"
"520","00592","BOSSINI INT'L","BOSSINI INT'L"
"521","00593","天洋國際控股","天洋国际控股"
"522","00595","AV CONCEPT HOLD","AV CONCEPT HOLD"
"523","00596","浪潮國際","浪潮国际"
"524","00598","中國外運","中国外运"
"525","00599","怡邦行控股","怡邦行控股"
"526","00600","中國基建投資","中国基建投资"
"527","00601","權智（國際）","权智（国际）"
"528","00602","佳華百貨控股","佳华百货控股"
"529","00603","中油燃氣","中油燃气"
"530","00604","深圳控股","深圳控股"
"531","00605","中國金融投資管理","中国金融投资管理"
"532","00606","中國糧油控股","中国粮油控股"
"533","00607","豐盛控股","丰盛控股"
"534","00608","達利國際","达利国际"
"535","00609","天德化工","天德化工"
"536","00610","WAI KEE HOLD","WAI KEE HOLD"
"537","00611","中國核能科技","中国核能科技"
"538","00613","YUGANG INT'L","YUGANG INT'L"
"539","00616","高山企業","高山企业"
"540","00617","百利保控股","百利保控股"
"541","00618","北大資源","北大资源"
"542","00619","南華金融","南华金融"
"543","00620","大唐西市","大唐西市"
"544","00621","壇金礦業","坛金矿业"
"545","00622","威華達控股","威华达控股"
"546","00623","中視金橋","中视金桥"
"547","00626","大眾金融控股","大众金融控股"
"548","00627","佑威國際","佑威国际"
"549","00628","華銀控股","华银控股"
"550","00629","悅達礦業","悦达矿业"
"551","00630","雋泰控股","隽泰控股"
"552","00631","三一國際","三一国际"
"553","00632","東方明珠石油","东方明珠石油"
"554","00633","中國全通","中国全通"
"555","00635","彩星集團","彩星集团"
"556","00636","嘉里物流","嘉里物流"
"557","00637","利記","利记"
"558","00638","建溢集團","建溢集团"
"559","00639","首鋼資源","首钢资源"
"560","00640","星謙發展","星谦发展"
"561","00641","恒天立信","恒天立信"
"562","00643","恆富控股","恒富控股"
"563","00645","安域亞洲","安域亚洲"
"564","00646","中國環保科技","中国环保科技"
"565","00647","JOYCE BOUTIQUE","JOYCE BOUTIQUE"
"566","00648","中國華仁醫療","中国华仁医疗"
"567","00650","順昌集團","顺昌集团"
"568","00651","中海重工","中海重工"
"569","00653","卓悅控股","卓悦控股"
"570","00655","香港華人有限公司","香港华人有限公司"
"571","00656","復星國際","复星国际"
"572","00657","環科國際","环科国际"
"573","00658","中國高速傳動","中国高速传动"
"574","00659","新創建集團","新创建集团"
"575","00660","偉俊礦業集團","伟俊矿业集团"
"576","00661","中國大冶有色金屬","中国大冶有色金属"
"577","00662","亞洲金融","亚洲金融"
"578","00663","金山能源","金山能源"
"579","00665","海通國際","海通国际"
"580","00668","東銀國際控股","东银国际控股"
"581","00669","創科實業","创科实业"
"582","00670","中國東方航空股份","中国东方航空股份"
"583","00672","眾安房產","众安房产"
"584","00673","中國衛生控股","中国卫生控股"
"585","00674","文化地標投資","文化地标投资"
"586","00675","堅寶國際","坚宝国际"
"587","00676","創信國際","创信国际"
"588","00677","金源米業","金源米业"
"589","00678","雲頂香港","云顶香港"
"590","00679","亞洲聯網科技","亚洲联网科技"
"591","00680","南海控股","南海控股"
"592","00681","中民控股","中民控股"
"593","00682","超大現代","超大现代"
"594","00683","嘉里建設","嘉里建设"
"595","00684","亞倫國際","亚伦国际"
"596","00685","世界華文媒體","世界华文媒体"
"597","00686","聯合光伏","联合光伏"
"598","00687","香港國際建投","香港国际建投"
"599","00688","中國海外發展","中国海外发展"
"600","00689","長盈集團（控股）","长盈集团（控股）"
"601","00690","聯康生物科技集團","联康生物科技集团"
"602","00691","山水水泥","山水水泥"
"603","00692","中國家居","中国家居"
"604","00693","陳唱國際","陈唱国际"
"605","00694","北京首都機場股份","北京首都机场股份"
"606","00695","東吳水泥","东吴水泥"
"607","00696","中國民航信息網絡","中国民航信息网络"
"608","00697","SHOUGANG INT'L","SHOUGANG INT'L"
"609","00698","通達集團","通达集团"
"610","00699","神州租車","神州租车"
"611","00700","騰訊控股","腾讯控股"
"612","00701","CNT GROUP","CNT GROUP"
"613","00702","中國油氣控股","中国油气控股"
"614","00703","FUTURE BRIGHT","FUTURE BRIGHT"
"615","00704","和嘉資源","和嘉资源"
"616","00705","鼎和礦業","鼎和矿业"
"617","00706","美麗中國控股","美丽中国控股"
"618","00707","協盛協豐","协盛协丰"
"619","00708","恒大健康","恒大健康"
"620","00709","佐丹奴國際","佐丹奴国际"
"621","00710","精電","精电"
"622","00711","亞洲聯合基建控股","亚洲联合基建控股"
"623","00712","卡姆丹克太陽能","卡姆丹克太阳能"
"624","00713","世界（集團）","世界（集团）"
"625","00715","中泛控股","中泛控股"
"626","00716","勝獅貨櫃","胜狮货柜"
"627","00717","英皇證券","英皇证券"
"628","00718","太和控股","太和控股"
"629","00719","山東新華製藥股份","山东新华制药股份"
"630","00720","意達利控股","意达利控股"
"631","00722","聯合醫務","联合医务"
"632","00723","永保林業","永保林业"
