List of Securities,,,,,,,,,,,,,,,,,,,,
Updated as at 03/12/2019,,,,,,,,,,,,,,,,,,,,
Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,,,
21933,VT-CCB @EC2002A,Derivative Warrants,,"1,000",,CH0490495071,07/02/2020,,,,,,,Y,,,,,,
21935,MB-CICC@EC2007A,Derivative Warrants,,"4,000",,,16/07/2020,,,,,,,Y,,,,,,
21936,MB-ACMT@EC2003A,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
21937,MBTENCT@EC2002H,Derivative Warrants,,"10,000",,,25/02/2020,,,,,,,Y,,,,,,
21942,MBTENCT@EC2002I,Derivative Warrants,,"10,000",,,25/02/2020,,,,,,,Y,,,,,,
21944,MB-HKEX@EC2003B,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
21946,MBTENCT@EP2002J,Derivative Warrants,,"10,000",,,25/02/2020,,,,,,,Y,,,,,,
21948,MB-HKEX@EC2003C,Derivative Warrants,,"1,000",,,03/03/2020,,,,,,,Y,,,,,,
21952,MB-BEA @EC2004A,Derivative Warrants,,"1,000",,,02/04/2020,,,,,,,Y,,,,,,
21954,MBCITSE@EC2003A,Derivative Warrants,,500,,,03/03/2020,,,,,,,Y,,,,,,
21955,MBZHJIN@EC2006A,Derivative Warrants,,"2,500",,,02/06/2020,,,,,,,Y,,,,,,
21957,MB-HKEX@EC2002B,Derivative Warrants,,"5,000",,,04/02/2020,,,,,,,Y,,,,,,
21964,JPCITSE@EP1912A,Derivative Warrants,,"5,000",,NL0013177504,31/12/2019,,,,,,,Y,,,,,,
21968,UBTENCT@EP1912D,Derivative Warrants,,"10,000",,CH0491928864,20/12/2019,,,,,,,Y,,,,,,
21969,UB-CTWR@EC1912D,Derivative Warrants,,"2,000",,CH0491928906,20/12/2019,,,,,,,Y,,,,,,
21972,CS-SHKP@EC2002A,Derivative Warrants,,"2,500",,CH0484264269,07/02/2020,,,,,,,Y,,,,,,
21974,CS-HKEX@EC2005A,Derivative Warrants,,"10,000",,CH0484264277,26/05/2020,,,,,,,Y,,,,,,
21980,CS-SUNY@EC2003A,Derivative Warrants,,"5,000",,CH0484264285,31/03/2020,,,,,,,Y,,,,,,
21983,CS-AAC @EC2009A,Derivative Warrants,,"25,000",,CH0484264293,25/09/2020,,,,,,,Y,,,,,,
21984,CS-BOCL@EC2001B,Derivative Warrants,,"1,000",,CH0484264301,23/01/2020,,,,,,,Y,,,,,,
21985,CSANGAN@EC2002B,Derivative Warrants,,"2,000",,CH0484264319,07/02/2020,,,,,,,Y,,,,,,
21987,CSSUNAC@EP2002A,Derivative Warrants,,"10,000",,CH0484264327,07/02/2020,,,,,,,Y,,,,,,
21991,JPTENCT@EC1912E,Derivative Warrants,,"10,000",,NL0013522469,31/12/2019,,,,,,,Y,,,,,,
21993,JP-GR&F@EC2003A,Derivative Warrants,,"4,000",,NL0013522477,31/03/2020,,,,,,,Y,,,,,,
21995,JP-HSBK@EP2006A,Derivative Warrants,,"5,000",,NL0013522444,30/06/2020,,,,,,,Y,,,,,,
21996,JP-AIA @EC2107A,Derivative Warrants,,"10,000",,NL0013522451,30/07/2021,,,,,,,Y,,,,,,
21998,JPHSCEI@EC2004A,Derivative Warrants,,"10,000",,NL0013522493,28/04/2020,,,,,,,Y,,,,,,
21999,JPPINAN@EC1912F,Derivative Warrants,,"5,000",,NL0013522519,24/12/2019,,,,,,,Y,,,,,,
22001,JP-GZPC@EC2002A,Derivative Warrants,,"2,000",,NL0013522485,28/02/2020,,,,,,,Y,,,,,,
22002,SG-CMB @EC1912A,Derivative Warrants,,"5,000",,,31/12/2019,,,,,,,Y,,,,,,
22011,SGSUNAC@EC2002A,Derivative Warrants,,"10,000",,,28/02/2020,,,,,,,Y,,,,,,
22014,GS-CCB @EC2002A,Derivative Warrants,,"1,000",,,10/02/2020,,,,,,,Y,,,,,,
22016,GS-HSI @EP1912D,Derivative Warrants,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
22017,BI-CKH @EC1912B,Derivative Warrants,,"5,000",,HK0000520459,20/12/2019,,,,,,,Y,,,,,,
22021,BI-SHKP@EP1912B,Derivative Warrants,,"5,000",,HK0000520467,24/12/2019,,,,,,,Y,,,,,,
22026,BI-AIA @EP1912B,Derivative Warrants,,"2,000",,HK0000520483,24/12/2019,,,,,,,Y,,,,,,
22029,BIPINAN@EP2003A,Derivative Warrants,,"25,000",,HK0000520491,23/03/2020,,,,,,,Y,,,,,,
22033,BICLIFE@EC2001A,Derivative Warrants,,"5,000",,HK0000520509,24/01/2020,,,,,,,Y,,,,,,
22035,BI-NWD @EC2006A,Derivative Warrants,,"5,000",,HK0000520517,29/06/2020,,,,,,,Y,,,,,,
22036,MB-ZGHL@EC2007A,Derivative Warrants,,"5,000",,,16/07/2020,,,,,,,Y,,,,,,
22037,MB-YZCM@EC2007A,Derivative Warrants,,"10,000",,,03/07/2020,,,,,,,Y,,,,,,
22038,MBALUCO@EC2007A,Derivative Warrants,,"2,000",,,03/07/2020,,,,,,,Y,,,,,,
22040,UB-HSI @EC1912F,Derivative Warrants,,"10,000",,CH0491924160,30/12/2019,,,,,,,Y,,,,,,
22042,UB-HSI @EC1912G,Derivative Warrants,,"10,000",,CH0491924202,30/12/2019,,,,,,,Y,,,,,,
22050,JP-HSI @EC2002A,Derivative Warrants,,"10,000",,NL0013649791,27/02/2020,,,,,,,Y,,,,,,
22053,JP-HSI @EC2002B,Derivative Warrants,,"10,000",,NL0013649809,27/02/2020,,,,,,,Y,,,,,,
22054,JP-HSI @EC2002C,Derivative Warrants,,"10,000",,NL0013649817,27/02/2020,,,,,,,Y,,,,,,
22060,JPBYDEI@EC2003A,Derivative Warrants,,"5,000",,NL0013649825,31/03/2020,,,,,,,Y,,,,,,
22061,SGHSCEI@EC2004A,Derivative Warrants,,"10,000",,,28/04/2020,,,,,,,Y,,,,,,
22062,SG-HSI @EC2001L,Derivative Warrants,,"10,000",,,30/01/2020,,,,,,,Y,,,,,,
22065,SG-HSI @EP2001M,Derivative Warrants,,"10,000",,,30/01/2020,,,,,,,Y,,,,,,
22071,SGCSA50@EC2001A,Derivative Warrants,,"1,000",,,31/01/2020,,,,,,,Y,,,,,,
22075,SGFTA50@EC2003A,Derivative Warrants,,500,,,31/03/2020,,,,,,,Y,,,,,,
22079,CSCNOOC@EC2002A,Derivative Warrants,,"5,000",,CH0484264467,28/02/2020,,,,,,,Y,,,,,,
22081,CSTENCT@EC1912G,Derivative Warrants,,"10,000",,CH0484264475,24/12/2019,,,,,,,Y,,,,,,
22084,CS-HKEX@EC2002B,Derivative Warrants,,"10,000",,CH0484264483,25/02/2020,,,,,,,Y,,,,,,
22086,CSXIAMI@EC2005A,Derivative Warrants,,"2,000",,CH0484264491,22/05/2020,,,,,,,Y,,,,,,
22092,CS-HSI @EC1912F,Derivative Warrants,,"10,000",,CH0484264509,30/12/2019,,,,,,,Y,,,,,,
22096,JPTRAHK@EC2002B,Derivative Warrants,,"2,500",,NL0013649908,28/02/2020,,,,,,,Y,,,,,,
22104,JP-CCB @EC2002A,Derivative Warrants,,"1,000",,NL0013649841,10/02/2020,,,,,,,Y,,,,,,
22105,JP-ICBC@EC2002A,Derivative Warrants,,"1,000",,NL0013649858,10/02/2020,,,,,,,Y,,,,,,
22108,JP-CTWR@EC2001A,Derivative Warrants,,"2,000",,NL0013649866,24/01/2020,,,,,,,Y,,,,,,
22109,JP-HSBC@EC1912C,Derivative Warrants,,"4,000",,NL0013649916,03/12/2019,,,,,,,Y,,,,,,
22112,JP-HTSE@EC2009A,Derivative Warrants,,"2,000",,NL0013649924,03/09/2020,,,,,,,Y,,,,,,
22113,JP-MNIU@EC2001A,Derivative Warrants,,"10,000",,NL0013649932,24/01/2020,,,,,,,Y,,,,,,
22114,JPCNOOC@EC2002A,Derivative Warrants,,"5,000",,NL0013649940,28/02/2020,,,,,,,Y,,,,,,
22119,JP-CCSC@EC2002B,Derivative Warrants,,"1,000",,NL0013649874,28/02/2020,,,,,,,Y,,,,,,
22123,JPSUNAC@EC1912A,Derivative Warrants,,"10,000",,NL0013649882,31/12/2019,,,,,,,Y,,,,,,
22124,JP-CUNI@EC2012A,Derivative Warrants,,"20,000",,NL0013649957,17/12/2020,,,,,,,Y,,,,,,
22127,JP-HSI @EC1912H,Derivative Warrants,,"10,000",,NL0013649890,30/12/2019,,,,,,,Y,,,,,,
22128,BICP&CC@EC1912A,Derivative Warrants,,"2,000",,HK0000520749,24/12/2019,,,,,,,Y,,,,,,
22131,BI-CTWR@EP1912D,Derivative Warrants,,"2,000",,HK0000520764,20/12/2019,,,,,,,Y,,,,,,
22132,BICNOOC@EC2002A,Derivative Warrants,,"5,000",,HK0000520772,28/02/2020,,,,,,,Y,,,,,,
22133,BI-CCB @EC1912B,Derivative Warrants,,"1,000",,HK0000520780,24/12/2019,,,,,,,Y,,,,,,
22139,BI-HSI @EC1912F,Derivative Warrants,,"10,000",,HK0000520798,30/12/2019,,,,,,,Y,,,,,,
22144,BITENCT@EP1912H,Derivative Warrants,,"10,000",,HK0000520822,24/12/2019,,,,,,,Y,,,,,,
22145,BIPETCH@EC2002A,Derivative Warrants,,"2,000",,HK0000520830,10/02/2020,,,,,,,Y,,,,,,
22148,BI-CMOB@EC2002A,Derivative Warrants,,"5,000",,HK0000520848,10/02/2020,,,,,,,Y,,,,,,
22150,BIPINAN@EC1912D,Derivative Warrants,,"5,000",,HK0000520855,20/12/2019,,,,,,,Y,,,,,,
22151,BIPINAN@EC2007A,Derivative Warrants,,"25,000",,HK0000520863,24/07/2020,,,,,,,Y,,,,,,
22169,GS-SUNY@EC2001A,Derivative Warrants,,"5,000",,,24/01/2020,,,,,,,Y,,,,,,
22177,CS-HSBK@EC2001A,Derivative Warrants,,"5,000",,CH0484264723,24/01/2020,,,,,,,Y,,,,,,
22179,UBXIAMI@EC2007A,Derivative Warrants,,"2,000",,CH0492641672,24/07/2020,,,,,,,Y,,,,,,
22180,UB-HKEX@EC2002B,Derivative Warrants,,"10,000",,CH0492641599,25/02/2020,,,,,,,Y,,,,,,
22181,UB-HSI @EP1912H,Derivative Warrants,,"10,000",,CH0492641524,30/12/2019,,,,,,,Y,,,,,,
22182,UBGEELY@EC2002A,Derivative Warrants,,"10,000",,CH0492641557,21/02/2020,,,,,,,Y,,,,,,
22183,UB-CCB @EC1912B,Derivative Warrants,,"1,000",,CH0492641631,30/12/2019,,,,,,,Y,,,,,,
22184,HS-AGBK@EC2007A,Derivative Warrants,,"1,000",,HK0000521606,31/07/2020,,,,,,,Y,,,,,,
22191,HS-HSI @EC2002B,Derivative Warrants,,"10,000",,HK0000521614,27/02/2020,,,,,,,Y,,,,,,
22192,MBGEELY@EC2003A,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
22195,MB-GAC @EC2012A,Derivative Warrants,,"20,000",,,02/12/2020,,,,,,,Y,,,,,,
22197,MB-SUNY@EC2003A,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
22199,HT-ZAOL@EC2012A,Derivative Warrants,,"10,000",,HK0000428430,18/12/2020,,,,,,,Y,,,,,,
22200,HSEVERG@EC2003A,Derivative Warrants,,"10,000",,HK0000521622,31/03/2020,,,,,,,Y,,,,,,
22201,MB-CMB @EP2001A,Derivative Warrants,,"5,000",,,03/01/2020,,,,,,,Y,,,,,,
22208,HS-SUNY@EP2002A,Derivative Warrants,,"5,000",,HK0000521630,03/02/2020,,,,,,,Y,,,,,,
22210,HS-HSI @EP1912H,Derivative Warrants,,"10,000",,HK0000521648,30/12/2019,,,,,,,Y,,,,,,
22213,MB-SZIH@EC2001A,Derivative Warrants,,"5,000",,,03/01/2020,,,,,,,Y,,,,,,
22218,HS-HSI @EP2002C,Derivative Warrants,,"10,000",,HK0000521655,27/02/2020,,,,,,,Y,,,,,,
22220,HSCP&CC@EC2006A,Derivative Warrants,,"2,000",,HK0000521663,30/06/2020,,,,,,,Y,,,,,,
22221,MBANGAN@EC2112A,Derivative Warrants,,"20,000",,,28/12/2021,,,,,,,Y,,,,,,
22222,HS-HKEX@EC2003A,Derivative Warrants,,"10,000",,HK0000521671,31/03/2020,,,,,,,Y,,,,,,
22223,JP-HSI @EC2002D,Derivative Warrants,,"10,000",,NL0013650021,27/02/2020,,,,,,,Y,,,,,,
22224,JP-HKEX@EC2002C,Derivative Warrants,,"10,000",,NL0013649981,25/02/2020,,,,,,,Y,,,,,,
22225,JP-HSI @EC1912I,Derivative Warrants,,"10,000",,NL0013649999,30/12/2019,,,,,,,Y,,,,,,
22228,JPHSCEI@EC2002A,Derivative Warrants,,"10,000",,NL0013649973,27/02/2020,,,,,,,Y,,,,,,
22231,JPFTA50@EC2006A,Derivative Warrants,,500,,NL0013650013,30/06/2020,,,,,,,Y,,,,,,
22232,JP-AGBK@EC2003A,Derivative Warrants,,"1,000",,NL0013650005,31/03/2020,,,,,,,Y,,,,,,
22233,CS-ICBC@EC2002A,Derivative Warrants,,"1,000",,CH0484264731,11/02/2020,,,,,,,Y,,,,,,
22234,CS-CCB @EC1912B,Derivative Warrants,,"1,000",,CH0484264749,24/12/2019,,,,,,,Y,,,,,,
22244,CSTENCT@EC1912H,Derivative Warrants,,"10,000",,CH0484264756,17/12/2019,,,,,,,Y,,,,,,
22247,CSPINAN@EC1912B,Derivative Warrants,,"5,000",,CH0484264764,20/12/2019,,,,,,,Y,,,,,,
22248,GS-SHKP@EC1912C,Derivative Warrants,,"5,000",,,27/12/2019,,,,,,,Y,,,,,,
22259,GS-HSI @EP1912E,Derivative Warrants,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
22261,GS-HSI @EC1912F,Derivative Warrants,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
22271,SG-HSI @EC1912I,Derivative Warrants,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
22277,SG-HSI @EP2003A,Derivative Warrants,,"10,000",,,30/03/2020,,,,,,,Y,,,,,,
22291,SG-HSI @EC1912B,Derivative Warrants,,"10,000",,,30/12/2019,,,,,,,Y,,,,,,
22303,SG-HSBC@EC1912A,Derivative Warrants,,"4,000",,,31/12/2019,,,,,,,Y,,,,,,
22308,SG-HSBC@EP2003B,Derivative Warrants,,"4,000",,,31/03/2020,,,,,,,Y,,,,,,
22314,SGPINAN@EC1912D,Derivative Warrants,,"5,000",,,31/12/2019,,,,,,,Y,,,,,,
22321,SGTENCT@EC2001G,Derivative Warrants,,"10,000",,,31/01/2020,,,,,,,Y,,,,,,
22328,SGTENCT@EC2001H,Derivative Warrants,,"10,000",,,31/01/2020,,,,,,,Y,,,,,,
22330,SGTENCT@EP2002F,Derivative Warrants,,"10,000",,,28/02/2020,,,,,,,Y,,,,,,
22333,JP-HKEX@EC2006B,Derivative Warrants,,"10,000",,NL0013650138,30/06/2020,,,,,,,Y,,,,,,
22339,JP-CMOB@EC2002B,Derivative Warrants,,"5,000",,NL0013650146,11/02/2020,,,,,,,Y,,,,,,
22344,JPCSCIH@EC2003A,Derivative Warrants,,"10,000",,NL0013650112,31/03/2020,,,,,,,Y,,,,,,
22345,JP-CKA @EC2002A,Derivative Warrants,,"5,000",,NL0013650120,28/02/2020,,,,,,,Y,,,,,,
22350,JP-SHKP@EP2002A,Derivative Warrants,,"5,000",,NL0013650088,11/02/2020,,,,,,,Y,,,,,,
22351,JP-SHKP@EC2002B,Derivative Warrants,,"5,000",,NL0013650096,11/02/2020,,,,,,,Y,,,,,,
22352,JPHLAND@EC2002A,Derivative Warrants,,"1,000",,NL0013650054,28/02/2020,,,,,,,Y,,,,,,
22357,SG-PICC@EC2012A,Derivative Warrants,,"2,000",,,31/12/2020,,,,,,,Y,,,,,,
22358,JPCP&CC@EC2002A,Derivative Warrants,,"2,000",,NL0013650039,28/02/2020,,,,,,,Y,,,,,,
22362,JP-SPA @EC2002A,Derivative Warrants,,"5,000",,NL0013650047,28/02/2020,,,,,,,Y,,,,,,
22364,JP-HSI @EP2002E,Derivative Warrants,,"10,000",,NL0013650062,27/02/2020,,,,,,,Y,,,,,,
22365,JPBOCHK@EP2006A,Derivative Warrants,,"5,000",,NL0013650070,30/06/2020,,,,,,,Y,,,,,,
22366,BI-ICBC@EC2002A,Derivative Warrants,,"1,000",,HK0000521689,17/02/2020,,,,,,,Y,,,,,,
22367,BI-GEG @EC1912A,Derivative Warrants,,"10,000",,HK0000521697,23/12/2019,,,,,,,Y,,,,,,
22369,JP-HKEX@EP1912A,Derivative Warrants,,"10,000",,NL0013021421,31/12/2019,,,,,,,Y,,,,,,
22370,BI-HKEX@EC1912E,Derivative Warrants,,"10,000",,HK0000521705,24/12/2019,,,,,,,Y,,,,,,
22371,BITENCT@EC1912I,Derivative Warrants,,"10,000",,HK0000521713,17/12/2019,,,,,,,Y,,,,,,
22372,BISANDS@EC1912A,Derivative Warrants,,"4,000",,HK0000521721,20/12/2019,,,,,,,Y,,,,,,
22376,BI-AAC @EC2002A,Derivative Warrants,,"5,000",,HK0000521739,17/02/2020,,,,,,,Y,,,,,,
22377,JPPINAN@EC2003C,Derivative Warrants,,"2,500",,NL0013650864,31/03/2020,,,,,,,Y,,,,,,
22379,JP-IGG @EC2003A,Derivative Warrants,,"5,000",,NL0013650872,03/03/2020,,,,,,,Y,,,,,,
22380,JP-HSI @EC2003A,Derivative Warrants,,"10,000",,NL0013650880,30/03/2020,,,,,,,Y,,,,,,
22381,JP-HSI @EC2003B,Derivative Warrants,,"10,000",,NL0013650898,30/03/2020,,,,,,,Y,,,,,,
22393,JP-AIA @EC1912C,Derivative Warrants,,"10,000",,NL0013650922,31/12/2019,,,,,,,Y,,,,,,
22398,JPTENCT@EC2001E,Derivative Warrants,,"10,000",,NL0013651136,17/01/2020,,,,,,,Y,,,,,,
22401,JP-HSI @EC2002F,Derivative Warrants,,"10,000",,NL0013650948,27/02/2020,,,,,,,Y,,,,,,
22412,JPHSCEI@EC2003C,Derivative Warrants,,"10,000",,NL0013650955,30/03/2020,,,,,,,Y,,,,,,
22414,JPPETCH@EC2003A,Derivative Warrants,,"2,000",,NL0013650963,31/03/2020,,,,,,,Y,,,,,,
22416,JPCSA50@EC2008A,Derivative Warrants,,"1,000",,NL0013650971,31/08/2020,,,,,,,Y,,,,,,
22417,JP-HKEX@EC1912E,Derivative Warrants,,"5,000",,NL0013650989,24/12/2019,,,,,,,Y,,,,,,
22419,JPCLIFE@EC2004B,Derivative Warrants,,"10,000",,NL0013650997,22/04/2020,,,,,,,Y,,,,,,
22420,MB-HKEX@EC2002C,Derivative Warrants,,"5,000",,,04/02/2020,,,,,,,Y,,,,,,
22421,MB-AIA @EP1912C,Derivative Warrants,,"2,000",,,03/12/2019,,,,,,,Y,,,,,,
22423,MBEVERG@EC2003A,Derivative Warrants,,"10,000",,,03/03/2020,,,,,,,Y,,,,,,
22425,BI-HSBC@EC1912C,Derivative Warrants,,"4,000",,HK0000522497,16/12/2019,,,,,,,Y,,,,,,
22426,BI-HSBC@EP2003B,Derivative Warrants,,"4,000",,HK0000522505,30/03/2020,,,,,,,Y,,,,,,
22427,BI-CCB @EC2002A,Derivative Warrants,,"1,000",,HK0000522513,17/02/2020,,,,,,,Y,,,,,,
22429,BI-CMOB@EP2002B,Derivative Warrants,,"5,000",,HK0000522521,21/02/2020,,,,,,,Y,,,,,,
22434,BIPINAN@EP2002A,Derivative Warrants,,"5,000",,HK0000522539,14/02/2020,,,,,,,Y,,,,,,
22437,BICLIFE@EC2003A,Derivative Warrants,,"10,000",,HK0000522547,26/03/2020,,,,,,,Y,,,,,,
22438,BI-HSI @EC2003A,Derivative Warrants,,"10,000",,HK0000522554,30/03/2020,,,,,,,Y,,,,,,
22444,BI-HSI @EP2002A,Derivative Warrants,,"10,000",,HK0000522562,27/02/2020,,,,,,,Y,,,,,,
22446,BI-HSI @EP2003B,Derivative Warrants,,"10,000",,HK0000522570,30/03/2020,,,,,,,Y,,,,,,
22451,UB-HSI @EC2002A,Derivative Warrants,,"10,000",,CH0492646192,27/02/2020,,,,,,,Y,,,,,,
22452,UB-HSI @EP2002B,Derivative Warrants,,"10,000",,CH0492646259,27/02/2020,,,,,,,Y,,,,,,
22455,UB-GEG @EP1912A,Derivative Warrants,,"10,000",,CH0492645152,16/12/2019,,,,,,,Y,,,,,,
22457,UBTRAHK@EC2002B,Derivative Warrants,,"2,500",,CH0492646176,17/02/2020,,,,,,,Y,,,,,,
22463,VTEVERG@EC2005A,Derivative Warrants,,"10,000",,CH0490504617,04/05/2020,,,,,,,Y,,,,,,
22464,VT-BYD @EC2002A,Derivative Warrants,,"5,000",,CH0490504625,28/02/2020,,,,,,,Y,,,,,,
22465,VT-SHKP@EC2003A,Derivative Warrants,,"5,000",,CH0490504633,02/03/2020,,,,,,,Y,,,,,,
22467,VT-SHKP@EP2003B,Derivative Warrants,,"5,000",,CH0490504641,31/03/2020,,,,,,,Y,,,,,,
22468,VT-HSBC@EP1912C,Derivative Warrants,,"4,000",,CH0490504658,20/12/2019,,,,,,,Y,,,,,,
22469,VT-HSBC@EP2003B,Derivative Warrants,,"4,000",,CH0490504666,31/03/2020,,,,,,,Y,,,,,,
22470,VTCNOOC@EP2004A,Derivative Warrants,,"5,000",,CH0490504674,27/04/2020,,,,,,,Y,,,,,,
22472,VT-CMOB@EC2003A,Derivative Warrants,,"5,000",,CH0490504690,03/03/2020,,,,,,,Y,,,,,,
22475,VT-CMOB@EP2003B,Derivative Warrants,,"5,000",,CH0490504682,06/03/2020,,,,,,,Y,,,,,,
22477,VT-HSI @EP2001J,Derivative Warrants,,"10,000",,CH0490505481,30/01/2020,,,,,,,Y,,,,,,
22478,VT-HSI @EP1912E,Derivative Warrants,,"10,000",,CH0490505465,30/12/2019,,,,,,,Y,,,,,,
22479,VT-CKA @EC2004A,Derivative Warrants,,"5,000",,CH0490505507,01/04/2020,,,,,,,Y,,,,,,
22480,VT-CLP @EC2005A,Derivative Warrants,,"5,000",,CH0490505499,04/05/2020,,,,,,,Y,,,,,,
22481,VT-HKEX@EP2003B,Derivative Warrants,,"10,000",,CH0490505515,02/03/2020,,,,,,,Y,,,,,,
22484,MB-CTIH@EC2001A,Derivative Warrants,,"2,000",,,03/01/2020,,,,,,,Y,,,,,,
22485,CS-HSI @EC2002A,Derivative Warrants,,"10,000",,CH0484265050,27/02/2020,,,,,,,Y,,,,,,
22490,CSTENCT@EC2001A,Derivative Warrants,,"10,000",,CH0484265068,24/01/2020,,,,,,,Y,,,,,,
22493,MB-GR&F@EC2004A,Derivative Warrants,,"4,000",,,02/04/2020,,,,,,,Y,,,,,,
22497,CSTENCT@EC2001B,Derivative Warrants,,"10,000",,CH0484265076,17/01/2020,,,,,,,Y,,,,,,
22499,MB-CEIL@EC2012A,Derivative Warrants,,"10,000",,,16/12/2020,,,,,,,Y,,,,,,
22500,CS-SHKP@EP2002B,Derivative Warrants,,"5,000",,CH0484265084,12/02/2020,,,,,,,Y,,,,,,
22504,SG-AIA @EC2006A,Derivative Warrants,,"10,000",,,30/06/2020,,,,,,,Y,,,,,,
22505,SG-AIA @EC2012A,Derivative Warrants,,"10,000",,,31/12/2020,,,,,,,Y,,,,,,
22506,SGTENCT@EC1912H,Derivative Warrants,,"10,000",,,31/12/2019,,,,,,,Y,,,,,,
22508,SGXIAMI@EC2007A,Derivative Warrants,,"2,000",,,31/07/2020,,,,,,,Y,,,,,,
22511,SGHSCEI@EP2006A,Derivative Warrants,,"10,000",,,29/06/2020,,,,,,,Y,,,,,,
22513,JPTENCT@EC1912F,Derivative Warrants,,"10,000",,NL0013651003,24/12/2019,,,,,,,Y,,,,,,
22514,JP-HSBC@EC2002A,Derivative Warrants,,"4,000",,NL0013651011,12/02/2020,,,,,,,Y,,,,,,
22520,JPSHMAO@EC1912A,Derivative Warrants,,"5,000",,NL0013651029,31/12/2019,,,,,,,Y,,,,,,
22521,JPTRAHK@EC2003A,Derivative Warrants,,"2,500",,NL0013651037,31/03/2020,,,,,,,Y,,,,,,
22523,JPAMCS3@EC2002A,Derivative Warrants,,"2,000",,NL0013651045,28/02/2020,,,,,,,Y,,,,,,
22530,JPPINAN@EC1912G,Derivative Warrants,,"5,000",,NL0013651052,20/12/2019,,,,,,,Y,,,,,,
22532,JPCMOLY@EC2002A,Derivative Warrants,,"3,000",,NL0013651060,28/02/2020,,,,,,,Y,,,,,,
22533,JP-CCB @EC1912B,Derivative Warrants,,"1,000",,NL0013651078,31/12/2019,,,,,,,Y,,,,,,
22535,JPGSBIO@EC2002A,Derivative Warrants,,"2,000",,NL0013651086,28/02/2020,,,,,,,Y,,,,,,
22537,JP-HSI @EP1912J,Derivative Warrants,,"10,000",,NL0013651094,30/12/2019,,,,,,,Y,,,,,,
22538,JPXIAMI@EC1912D,Derivative Warrants,,"1,000",,NL0013651110,31/12/2019,,,,,,,Y,,,,,,
22539,GS-HKEX@EC2002B,Derivative Warrants,,"10,000",,,25/02/2020,,,,,,,Y,,,,,,
22540,GSTENCT@EC2001B,Derivative Warrants,,"10,000",,,17/01/2020,,,,,,,Y,,,,,,
22541,UBFTA50@EC2003B,Derivative Warrants,,500,,CH0493275918,24/03/2020,,,,,,,Y,,,,,,
22544,HS-CUNI@EC2012A,Derivative Warrants,,"20,000",,HK0000523248,31/12/2020,,,,,,,Y,,,,,,
22546,MBMTUAN@EP2001B,Derivative Warrants,,"5,000",,,30/01/2020,,,,,,,Y,,,,,,
22547,MBMTUAN@EC2004B,Derivative Warrants,,"5,000",,,08/04/2020,,,,,,,Y,,,,,,
22549,MBSUNAC@EC2003A,Derivative Warrants,,"10,000",,,03/03/2020,,,,,,,Y,,,,,,
22557,MBCITSE@EC1912C,Derivative Warrants,,"2,500",,,05/12/2019,,,,,,,Y,,,,,,
22558,MB-MTRC@EC2003C,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
22560,MBKSOFT@EC2003A,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
22564,MBKSOFT@EP2003B,Derivative Warrants,,"5,000",,,03/03/2020,,,,,,,Y,,,,,,
22566,MBZHJIN@EC2003A,Derivative Warrants,,"2,500",,,03/03/2020,,,,,,,Y,,,,,,
22567,MB-CRCH@EC2003A,Derivative Warrants,,"1,000",,,03/03/2020,,,,,,,Y,,,,,,
22568,BP-HKEX@EC2007A,Derivative Warrants,,"10,000",,NL0013304116,03/07/2020,,,,,,,Y,,,,,,
22570,MB-MTRC@EP2001B,Derivative Warrants,,"5,000",,,03/01/2020,,,,,,,Y,,,,,,
22574,HT-CKH @EC2004A,Derivative Warrants,,"5,000",,HK0000523255,27/04/2020,,,,,,,Y,,,,,,
22581,BP-HKEX@EC2012B,Derivative Warrants,,"10,000",,NL0013304124,02/12/2020,,,,,,,Y,,,,,,
22583,HTEVERG@EC2002A,Derivative Warrants,,"10,000",,HK0000523263,17/02/2020,,,,,,,Y,,,,,,
22584,HTCSA50@EC2004A,Derivative Warrants,,"1,000",,HK0000523271,28/04/2020,,,,,,,Y,,,,,,
22585,HTSUNAC@EC2002A,Derivative Warrants,,"10,000",,HK0000523289,27/02/2020,,,,,,,Y,,,,,,
22586,HT-CKA @EC2006A,Derivative Warrants,,"5,000",,HK0000523297,29/06/2020,,,,,,,Y,,,,,,
22588,HS-CTEL@EC2006A,Derivative Warrants,,"2,000",,HK0000523305,29/06/2020,,,,,,,Y,,,,,,
